#.t	H2O	S_ALK	S_I	S_ND	S_NH	S_NO	S_O	S_S	X_BA	X_BH	X_I	X_ND	X_P	X_S
#d	m3/d	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3
9.77083	18193	30	30	8.260408	36.06393	0.001	0.001	82.60408	0.001	27.488	44.379	10.334	0.001	203.012
9.78125	22437	30	30	8.383531	35.93174	0.001	0.001	83.83531	0.001	27.293	52.753	10.261	0.001	192.888
9.79167	21842	30	30	8.421983	35.45168	0.001	0.001	84.21983	0.001	27.118	51.204	10.195	0.001	192.862
9.80208	21390	30	30	8.3377	35.69519	0.001	0.001	83.377	0.001	28.409	52.676	10.68	0.001	203.001
9.8125	21824	30	30	8.199584	35.62561	0.001	0.001	81.99584	0.001	29.15	55	10.959	0.001	207.353
9.82292	18403	30	30	8.014161	35.37863	0.001	0.001	80.14161	0.001	29.605	48.263	11.13	0.001	218.184
9.83333	20104	30	30	7.775295	34.9438	0.001	0.001	77.75294	0.001	30.16	53.015	11.338	0.001	218.421
9.84375	23390	30	30	7.562451	34.14371	0.001	0.001	75.6245	0.001	29.44	59.006	11.068	0.001	205.953
9.85417	21850	30	30	7.187255	32.70355	0.001	0.001	71.87255	0.001	29.558	55.828	11.112	0.001	210.192
9.86458	22120	30	30	6.945669	31.46515	0.001	0.001	69.45669	0.001	30.779	58.757	11.571	0.001	218.258
9.875	21151	30	30	6.749915	30.68245	0.001	0.001	67.49915	0.001	31.147	57.197	11.709	0.001	223.126
9.88542	18582	30	30	6.363455	30.24762	0.001	0.001	63.63455	0.001	31.573	51.896	11.87	0.001	232.263
9.89583	25345	30	30	6.167313	30.21283	0.001	0.001	61.67313	0.001	31.59	67.948	11.876	0.001	216.367
9.90625	23343	30	30	6.171973	31.04771	0.001	0.001	61.71973	0.001	30.735	61.492	11.554	0.001	215.122
9.91667	22372	30	30	6.216018	31.67387	0.001	0.001	62.16018	0.001	32.52	62.695	12.226	0.001	229.984
9.92708	21725	30	30	6.457526	33.15925	0.001	0.001	64.57526	0.001	33.086	62.182	12.438	0.001	235.595
9.9375	17083	30	30	6.784871	35.11773	0.001	0.001	67.84871	0.001	33.228	50.88	12.492	0.001	248.174
9.94792	24968	30	30	7.214054	37.86587	0.001	0.001	72.14054	0.001	33.159	70.384	12.466	0.001	228.05
9.95833	22540	30	30	7.247069	37.86587	0.001	0.001	72.47069	0.001	31.474	61.074	11.832	0.001	222.19
9.96875	23343	30	30	6.97643	36.8501	0.001	0.001	69.7643	0.001	33.095	66.215	12.442	0.001	231.641
9.97917	21738	30	30	6.749915	36.47441	0.001	0.001	67.49915	0.001	33.326	62.664	12.529	0.001	237.269
9.98958	19429	30	30	6.283833	34.38721	0.001	0.001	62.83833	0.001	33.824	57.742	12.716	0.001	246.671
10	17915	30	30	6.224019	34.67942	0.001	0.001	62.24019	0.001	33.637	53.606	12.646	0.001	249.128
10.01042	18156	30	30	5.374197	32.06695	0.001	0.001	53.74197	0.001	32.706	52.713	12.295	0.001	241.638
10.02083	18561	30	30	5.444886	29.89975	0.001	0.001	54.44886	0.001	31.496	51.718	11.84	0.001	231.743
10.03125	22713	30	30	5.006769	27.06813	0.001	0.001	50.06769	0.001	30.673	59.919	11.531	0.001	216.138
10.04167	21366	30	30	4.635457	24.70265	0.001	0.001	46.35457	0.001	30.149	55.851	11.334	0.001	215.491
10.05208	22596	30	30	4.435819	23.38772	0.001	0.001	44.35819	0.001	31.158	60.593	11.713	0.001	219.829
10.0625	22452	30	30	4.257931	22.19802	0.001	0.001	42.57931	0.001	31.354	60.637	11.787	0.001	221.552
10.07292	14847	30	30	4.000033	20.31607	0.001	0.001	40.00033	0.001	31.946	43.559	12.01	0.001	243.955
10.08333	15033	30	30	4.038873	20.54218	0.001	0.001	40.38873	0.001	32.343	44.552	12.159	0.001	246.537
10.09375	15055	30	30	4.077713	20.71611	0.001	0.001	40.77713	0.001	29.966	41.327	11.265	0.001	228.366
10.10417	14496	30	30	4.046641	20.7509	0.001	0.001	40.46641	0.001	28.349	37.909	10.658	0.001	217.234
10.11458	14056	30	30	4.083539	20.66393	0.001	0.001	40.83539	0.001	27.103	35.348	10.189	0.001	208.576
10.125	12345	30	30	4.046641	20.61175	0.001	0.001	40.46641	0.001	25.891	30.444	9.734	0.001	202.577
10.13542	12344	30	30	4.050525	20.54218	0.001	0.001	40.50525	0.001	24.748	29.098	9.304	0.001	193.631
10.14583	11274	30	30	4.052467	20.43782	0.001	0.001	40.52467	0.001	23.555	25.807	8.855	0.001	186.192
10.15625	10981	30	30	4.031105	20.40303	0.001	0.001	40.31105	0.001	22.247	23.885	8.364	0.001	176.341
10.16667	10448	30	30	4.011685	20.15953	0.001	0.001	40.11685	0.001	20.828	21.528	7.83	0.001	165.922
10.17708	10000	30	30	4.004694	20.02734	0.001	0.001	40.04693	0.001	19.577	19.577	7.36	0.001	156.614
10.1875	11190	30	30	4.034212	19.99951	0.001	0.001	40.34212	0.001	18.365	20.004	6.904	0.001	145.276
10.19792	10412	30	30	4.058293	20.10039	0.001	0.001	40.58293	0.001	17.211	17.743	6.47	0.001	137.154
10.20833	10923	30	30	4.089365	20.40303	0.001	0.001	40.89365	0.001	16.61	17.76	6.244	0.001	131.73
10.21875	11182	30	30	4.116553	20.82047	0.001	0.001	41.16553	0.001	15.818	17.22	5.946	0.001	125.139
10.22917	11646	30	30	4.186465	21.16834	0.001	0.001	41.86465	0.001	15.293	17.181	5.749	0.001	120.453
10.23958	11478	30	30	4.242395	21.6136	0.001	0.001	42.42395	0.001	14.898	16.549	5.601	0.001	117.53
10.25	12009	30	30	4.394649	22.1354	0.001	0.001	43.94649	0.001	14.674	16.885	5.517	0.001	115.181
10.26042	12439	30	30	4.877432	24.68178	0.001	0.001	48.77431	0.001	14.407	17.043	5.416	0.001	112.621
10.27083	11323	30	30	5.988648	29.65625	0.001	0.001	59.88648	0.001	14.325	15.747	5.385	0.001	113.177
10.28125	11370	30	30	7.146084	34.24807	0.001	0.001	71.46084	0.001	14.362	15.837	5.399	0.001	113.417
10.29167	11977	30	30	8.000567	37.93544	0.001	0.001	80.00567	0.001	14.052	16.136	5.283	0.001	110.334
10.30208	12298	30	30	9.490087	43.39692	0.001	0.001	94.90087	0.001	13.821	16.203	5.196	0.001	108.188
10.3125	11419	30	30	10.57761	46.61468	0.001	0.001	105.7761	0.001	13.805	15.275	5.19	0.001	108.974
10.32292	11624	30	30	11.52104	49.24802	0.001	0.001	115.2104	0.001	13.873	15.563	5.215	0.001	109.293
10.33333	11656	30	30	12.0011	49.99941	0.001	0.001	120.011	0.001	13.666	15.364	5.138	0.001	107.634
10.34375	11409	30	30	11.89701	49.24802	0.001	0.001	118.9701	0.001	13.565	14.998	5.1	0.001	107.09
10.35417	12704	30	30	11.21109	45.74154	0.001	0.001	112.1109	0.001	13.489	16.225	5.071	0.001	105.178
10.36458	12223	30	30	10.24553	40.85751	0.001	0.001	102.4553	0.001	13.353	15.579	5.02	0.001	104.595
10.375	12076	30	30	9.481154	39.03469	0.001	0.001	94.81153	0.001	13.613	15.732	5.118	0.001	106.783
10.38542	15040	30	30	8.837961	36.8501	0.001	0.001	88.37961	0.001	13.672	18.841	5.14	0.001	104.21
10.39583	22202	30	30	8.12874	34.24807	0.001	0.001	81.2874	0.001	13.684	26.206	5.144	0.001	96.946
10.40625	22948	30	30	7.57721	32.16088	0.001	0.001	75.7721	0.001	14.555	28.69	5.472	0.001	102.308
10.41667	23950	30	30	7.037332	30.77985	0.001	0.001	70.37332	0.001	17.331	35.464	6.515	0.001	120.515
10.42708	26314	30	30	6.827595	29.79539	0.001	0.001	68.27595	0.001	19.838	44.11	7.458	0.001	134.429
10.4375	28447	30	30	6.703307	29.23881	0.001	0.001	67.03307	0.001	22.329	53.221	8.394	0.001	147.737
10.44792	30682	30	30	6.676507	28.52221	0.001	0.001	66.76507	0.001	25.276	64.483	9.502	0.001	162.997
10.45833	30926	30	30	6.707967	27.95867	0.001	0.001	67.07967	0.001	28.537	73.324	10.728	0.001	183.51
10.46875	30720	30	30	6.808952	28.12564	0.001	0.001	68.08952	0.001	32.1	81.984	12.068	0.001	206.917
10.47917	30737	30	30	6.872261	27.55166	0.001	0.001	68.72261	0.001	35.2	89.945	13.233	0.001	226.854
10.48958	30540	30	30	6.831479	27.4647	0.001	0.001	68.31479	0.001	37.745	95.892	14.19	0.001	243.816
10.5	29790	30	30	6.516874	26.45589	0.001	0.001	65.16874	0.001	39.889	99.092	14.996	0.001	259.905
10.51042	26113	30	30	6.164516	26.1776	0.001	0.001	61.64516	0.001	41.596	91.864	15.638	0.001	282.498
10.52083	24983	30	30	5.976219	26.28891	0.001	0.001	59.76219	0.001	42.729	90.745	16.063	0.001	293.814
10.53125	24349	30	30	5.894655	26.78984	0.001	0.001	58.94655	0.001	42.287	87.796	15.897	0.001	292.784
10.54167	23979	30	30	5.938933	27.29076	0.001	0.001	59.38933	0.001	41.662	85.342	15.662	0.001	289.613
10.55208	23658	30	30	6.021274	27.12379	0.001	0.001	60.21274	0.001	41.011	83.021	15.418	0.001	286.076
10.5625	22068	30	30	6.242663	27.42295	0.001	0.001	62.42662	0.001	40.398	76.963	15.187	0.001	286.623
10.57292	24127	30	30	6.586786	28.33436	0.001	0.001	65.86786	0.001	39.81	81.991	14.966	0.001	276.304
10.58333	23345	30	30	6.561928	28.2787	0.001	0.001	65.61928	0.001	38.744	77.522	14.565	0.001	271.172
10.59375	22595	30	30	6.400353	27.7082	0.001	0.001	64.00353	0.001	38.737	75.328	14.563	0.001	273.301
10.60416	21580	30	30	5.954469	26.68548	0.001	0.001	59.54469	0.001	38.356	71.669	14.42	0.001	273.539
10.61458	21228	30	30	5.834064	26.57068	0.001	0.001	58.34064	0.001	37.768	69.572	14.198	0.001	270.336
10.625	21217	30	30	5.733857	26.62286	0.001	0.001	57.33857	0.001	36.931	67.999	13.884	0.001	264.377
10.63541	20623	30	30	5.86902	27.4647	0.001	0.001	58.6902	0.001	36.159	64.969	13.594	0.001	260.463
10.64583	20848	30	30	6.046908	28.33436	0.001	0.001	60.46908	0.001	35.544	64.462	13.362	0.001	255.433
10.65625	20232	30	30	6.325004	29.26664	0.001	0.001	63.25004	0.001	34.816	61.534	13.089	0.001	251.812
10.66666	19893	30	30	6.237225	30.63027	0.001	0.001	62.37225	0.001	34.316	59.776	12.901	0.001	249.066
10.67708	19487	30	30	6.221689	30.58853	0.001	0.001	62.21689	0.001	33.663	57.614	12.655	0.001	245.352
10.6875	18819	30	30	6.201492	28.16043	0.001	0.001	62.01492	0.001	33.012	54.847	12.41	0.001	242.258
10.69791	18441	30	30	6.641162	29.79539	0.001	0.001	66.41162	0.001	32.335	52.804	12.156	0.001	238.209
10.70833	18045	30	30	6.718843	29.82322	0.001	0.001	67.18843	0.001	31.546	50.581	11.859	0.001	233.33
10.71875	17864	30	30	6.847015	30.30328	0.001	0.001	68.47015	0.001	30.779	48.934	11.571	0.001	228.081
10.72916	17775	30	30	7.188808	32.13305	0.001	0.001	71.88808	0.001	30.019	47.524	11.285	0.001	222.649
10.73958	18608	30	30	7.564393	33.77149	0.001	0.001	75.64392	0.001	29.338	48.28	11.029	0.001	215.766
10.75	21808	30	30	7.744222	34.30373	0.001	0.001	77.44222	0.001	28.745	54.202	10.806	0.001	204.504
10.76041	20969	30	30	8.008335	35.63953	0.001	0.001	80.08335	0.001	28.54	52.02	10.729	0.001	204.842
10.77083	21559	30	30	8.260408	36.06393	0.001	0.001	82.60408	0.001	29.441	54.964	11.068	0.001	210.002
10.78125	20558	30	30	8.383531	35.93174	0.001	0.001	83.83531	0.001	29.773	53.349	11.193	0.001	214.606
10.79166	19310	30	30	8.421983	35.45168	0.001	0.001	84.21983	0.001	30.249	51.372	11.372	0.001	220.872
10.80208	17043	30	30	8.3377	35.69519	0.001	0.001	83.377	0.001	30.282	46.279	11.384	0.001	226.263
10.8125	17878	30	30	8.199584	35.62561	0.001	0.001	81.99584	0.001	29.912	47.586	11.245	0.001	221.619
10.82291	21360	30	30	8.014161	35.37863	0.001	0.001	80.14161	0.001	28.869	53.465	10.853	0.001	206.36
10.83333	22636	30	30	7.775295	34.9438	0.001	0.001	77.75294	0.001	28.398	55.312	10.676	0.001	200.273
10.84375	22542	30	30	7.562451	34.14371	0.001	0.001	75.6245	0.001	29.217	56.701	10.984	0.001	206.252
10.85416	24225	30	30	7.187255	32.70355	0.001	0.001	71.87255	0.001	30.215	62.45	11.359	0.001	209.482
10.86458	20907	30	30	6.945669	31.46515	0.001	0.001	69.45669	0.001	30.936	56.243	11.63	0.001	222.178
10.875	18809	30	30	6.749915	30.68245	0.001	0.001	67.49915	0.001	32.115	53.334	12.073	0.001	235.703
10.88541	20576	30	30	6.363455	30.24762	0.001	0.001	63.63455	0.001	31.876	57.161	11.984	0.001	229.728
10.89583	25680	30	30	6.167313	30.21283	0.001	0.001	61.67313	0.001	31.042	67.549	11.67	0.001	211.833
10.90625	23444	30	30	6.171973	31.04771	0.001	0.001	61.71973	0.001	31.097	62.452	11.691	0.001	217.42
10.91666	23139	30	30	6.216018	31.67387	0.001	0.001	62.16018	0.001	32.923	65.365	12.377	0.001	230.94
10.92708	23551	30	30	6.457526	33.15925	0.001	0.001	64.57526	0.001	33.453	67.453	12.576	0.001	233.627
10.9375	20895	30	30	6.784871	35.11773	0.001	0.001	67.84871	0.001	33.816	61.449	12.713	0.001	242.897
10.94791	26044	30	30	7.214054	37.86587	0.001	0.001	72.14054	0.001	34.292	75.558	12.892	0.001	233.074
10.95833	24830	30	30	7.247069	37.86587	0.001	0.001	72.47069	0.001	33.721	71.227	12.677	0.001	232.265
10.96875	23966	30	30	6.97643	36.8501	0.001	0.001	69.7643	0.001	35.226	72.124	13.243	0.001	244.907
10.97916	23311	30	30	6.749915	36.47441	0.001	0.001	67.49915	0.001	35.864	71.669	13.483	0.001	251.107
10.98958	22576	30	30	6.283833	34.38721	0.001	0.001	62.83833	0.001	36.081	70.113	13.564	0.001	254.617
11	20411	30	30	6.224019	34.67942	0.001	0.001	62.24019	0.001	36.058	64.213	13.556	0.001	260.313
11.01041	20408	30	30	5.374197	32.06695	0.001	0.001	53.74197	0.001	35.808	63.759	13.462	0.001	258.515
11.02083	18616	30	30	5.444886	29.89975	0.001	0.001	54.44886	0.001	30.827	50.747	11.589	0.001	226.695
11.03125	18359	30	30	5.006769	27.06813	0.001	0.001	50.06769	0.001	30.27	49.249	11.38	0.001	223.186
11.04167	18040	30	30	4.635457	24.70265	0.001	0.001	46.35457	0.001	29.719	47.64	11.172	0.001	219.83
11.05208	17452	30	30	4.435819	23.38772	0.001	0.001	44.35819	0.001	29.059	45.3	10.925	0.001	216.234
11.0625	17034	30	30	4.257931	22.19802	0.001	0.001	42.57931	0.001	29.676	45.332	11.156	0.001	221.752
11.07292	16480	30	30	4.000033	20.31607	0.001	0.001	40.00033	0.001	28.602	42.503	10.753	0.001	214.915
11.08333	15778	30	30	4.038873	20.54218	0.001	0.001	40.38873	0.001	27.556	39.498	10.36	0.001	208.51
11.09375	15863	30	30	4.077713	20.71611	0.001	0.001	40.77713	0.001	26.776	38.551	10.066	0.001	202.435
11.10417	15636	30	30	4.046641	20.7509	0.001	0.001	40.46641	0.001	26.051	37.064	9.794	0.001	197.399
11.11458	14246	30	30	4.083539	20.66393	0.001	0.001	40.83539	0.001	24.946	32.891	9.378	0.001	191.627
11.125	13234	30	30	4.046641	20.61175	0.001	0.001	40.46641	0.001	23.705	29.455	8.912	0.001	183.887
11.13542	12513	30	30	4.050525	20.54218	0.001	0.001	40.50525	0.001	22.453	26.684	8.441	0.001	175.389
11.14583	11946	30	30	4.052467	20.43782	0.001	0.001	40.52467	0.001	21.235	24.333	7.983	0.001	166.781
11.15625	11373	30	30	4.031105	20.40303	0.001	0.001	40.31105	0.001	20.036	22.098	7.532	0.001	158.222
11.16667	11968	30	30	4.011685	20.15953	0.001	0.001	40.11685	0.001	19.243	22.084	7.234	0.001	151.107
11.17708	11468	30	30	4.004694	20.02734	0.001	0.001	40.04693	0.001	18.381	20.405	6.91	0.001	145.026
11.1875	11771	30	30	4.034212	19.99951	0.001	0.001	40.34212	0.001	17.747	20.104	6.672	0.001	139.618
11.19792	12929	30	30	4.058293	20.10039	0.001	0.001	40.58293	0.001	17.566	21.425	6.604	0.001	136.669
11.20833	12195	30	30	4.089365	20.40303	0.001	0.001	40.89365	0.001	17.123	19.941	6.437	0.001	134.164
11.21875	13090	30	30	4.116553	20.82047	0.001	0.001	41.16553	0.001	17.031	20.978	6.403	0.001	132.3
11.22917	13414	30	30	4.186465	21.16834	0.001	0.001	41.86465	0.001	17.025	21.384	6.4	0.001	131.839
11.23958	13404	30	30	4.242395	21.6136	0.001	0.001	42.42395	0.001	16.995	21.334	6.389	0.001	131.623
11.25	12250	30	30	4.394649	22.1354	0.001	0.001	43.94649	0.001	16.595	19.395	6.239	0.001	129.961
11.26042	12275	30	30	4.877432	24.68178	0.001	0.001	48.77431	0.001	16.291	19.071	6.124	0.001	127.55
11.27083	11669	30	30	5.988648	29.65625	0.001	0.001	59.88648	0.001	15.848	17.832	5.958	0.001	124.803
11.28125	11895	30	30	7.146084	34.24807	0.001	0.001	71.46084	0.001	15.56	17.772	5.85	0.001	122.269
11.29167	11705	30	30	8.000567	37.93544	0.001	0.001	80.00567	0.001	15.252	17.202	5.734	0.001	120.062
11.30208	11843	30	30	9.490087	43.39692	0.001	0.001	94.90087	0.001	15.032	17.11	5.651	0.001	118.181
11.3125	12189	30	30	10.57761	46.61468	0.001	0.001	105.7761	0.001	14.947	17.401	5.619	0.001	117.123
11.32292	12669	30	30	11.52104	49.24802	0.001	0.001	115.2104	0.001	15.01	18.014	5.643	0.001	117.078
11.33333	12645	30	30	12.0011	49.99941	0.001	0.001	120.011	0.001	15.039	18.022	5.654	0.001	117.329
11.34375	12456	30	30	11.89701	49.24802	0.001	0.001	118.9701	0.001	15	17.762	5.639	0.001	117.236
11.35417	13219	30	30	11.21109	45.74154	0.001	0.001	112.1109	0.001	15.207	18.878	5.717	0.001	117.989
11.36458	13732	30	30	10.24553	40.85751	0.001	0.001	102.4553	0.001	15.53	19.877	5.838	0.001	119.896
11.375	16832	30	30	9.481154	39.03469	0.001	0.001	94.81153	0.001	16.371	24.76	6.155	0.001	122.58
11.38542	16830	30	30	8.837961	36.8501	0.001	0.001	88.37961	0.001	17.444	26.381	6.558	0.001	130.619
11.39583	21148	30	30	8.12874	34.24807	0.001	0.001	81.2874	0.001	19.714	36.196	7.411	0.001	141.229
11.40625	24560	30	30	7.57721	32.16088	0.001	0.001	75.7721	0.001	22.707	47.503	8.536	0.001	156.861
11.41667	23953	30	30	7.037332	30.77985	0.001	0.001	70.37332	0.001	25.05	51.263	9.417	0.001	174.185
11.42708	25904	30	30	6.827595	29.79539	0.001	0.001	68.27595	0.001	27.792	60.942	10.448	0.001	189.186
11.4375	27488	30	30	6.703307	29.23881	0.001	0.001	67.03307	0.001	30.715	71	11.547	0.001	205.435
11.44792	29553	30	30	6.676507	28.52221	0.001	0.001	66.76507	0.001	33.698	83.116	12.668	0.001	220.167
11.45833	29829	30	30	6.707967	27.95867	0.001	0.001	67.07967	0.001	36.307	90.302	13.649	0.001	236.459
11.46875	29837	30	30	6.808952	28.12564	0.001	0.001	68.08952	0.001	38.496	95.771	14.472	0.001	250.696
11.47917	29558	30	30	6.872261	27.55166	0.001	0.001	68.72261	0.001	40.216	99.208	15.119	0.001	262.74
11.48958	26139	30	30	6.831479	27.4647	0.001	0.001	68.31479	0.001	40.583	89.707	15.257	0.001	275.54
11.5	24930	30	30	6.516874	26.45589	0.001	0.001	65.16874	0.001	40.485	85.816	15.22	0.001	278.545
11.51042	24925	30	30	6.164516	26.1776	0.001	0.001	61.64516	0.001	40.283	85.375	15.144	0.001	277.172
11.52083	23924	30	30	5.976219	26.28891	0.001	0.001	59.76219	0.001	39.776	81.315	14.953	0.001	276.669
11.53125	23857	30	30	5.894655	26.78984	0.001	0.001	58.94655	0.001	39.639	80.833	14.902	0.001	275.914
11.54167	21088	30	30	5.938933	27.29076	0.001	0.001	59.38933	0.001	38.407	70.347	14.439	0.001	275.316
11.55208	24802	30	30	6.021274	27.12379	0.001	0.001	60.21274	0.001	39.014	82.325	14.667	0.001	268.8
11.5625	24220	30	30	6.242663	27.42295	0.001	0.001	62.42662	0.001	39.142	80.888	14.715	0.001	271.39
11.57292	22794	30	30	6.586786	28.33436	0.001	0.001	65.86786	0.001	38.664	75.764	14.535	0.001	272.215
11.58333	21983	30	30	6.561928	28.2787	0.001	0.001	65.61928	0.001	38.009	72.17	14.289	0.001	269.913
11.59375	19441	30	30	6.400353	27.7082	0.001	0.001	64.00353	0.001	36.508	62.359	13.725	0.001	266.215
11.60417	17806	30	30	5.954469	26.68548	0.001	0.001	59.54469	0.001	34.561	54.794	12.993	0.001	256.252
11.61458	23695	30	30	5.834064	26.57068	0.001	0.001	58.34064	0.001	35.605	72.177	13.385	0.001	248.267
11.625	21662	30	30	5.733857	26.62286	0.001	0.001	57.33857	0.001	35.407	66.375	13.311	0.001	252.284
11.63542	20152	30	30	5.86902	27.4647	0.001	0.001	58.6902	0.001	34.657	61.046	13.029	0.001	250.866
11.64583	21161	30	30	6.046908	28.33436	0.001	0.001	60.46908	0.001	34.489	63.359	12.966	0.001	247.038
11.65625	17348	30	30	6.325004	29.26664	0.001	0.001	63.25004	0.001	32.843	50.943	12.347	0.001	244.641
11.66667	16651	30	30	6.237225	30.63027	0.001	0.001	62.37225	0.001	31.184	46.74	11.723	0.001	233.915
11.67708	18264	30	30	6.221689	30.58853	0.001	0.001	62.21689	0.001	30.511	49.422	11.47	0.001	225.174
11.6875	18220	30	30	6.201492	28.16043	0.001	0.001	62.01492	0.001	29.886	48.31	11.235	0.001	220.667
11.69792	18613	30	30	6.641162	29.79539	0.001	0.001	66.41162	0.001	29.675	48.844	11.156	0.001	218.229
11.70833	18056	30	30	6.718843	29.82322	0.001	0.001	67.18843	0.001	29.235	46.899	10.991	0.001	216.221
11.71875	17578	30	30	6.847015	30.30328	0.001	0.001	68.47015	0.001	28.692	45	10.787	0.001	213.231
11.72917	17335	30	30	7.188808	32.13305	0.001	0.001	71.88808	0.001	27.985	43.38	10.521	0.001	208.481
11.73958	17638	30	30	7.564393	33.77149	0.001	0.001	75.64392	0.001	27.712	43.586	10.418	0.001	205.818
11.75	17744	30	30	7.744222	34.30373	0.001	0.001	77.44222	0.001	27.496	43.465	10.337	0.001	203.997
11.76042	17747	30	30	8.008335	35.63953	0.001	0.001	80.08335	0.001	27.301	43.165	10.264	0.001	202.546
11.77083	17733	30	30	8.260408	36.06393	0.001	0.001	82.60408	0.001	27.126	42.858	10.198	0.001	201.278
11.78125	21738	30	30	8.383531	35.93174	0.001	0.001	83.83531	0.001	28.417	53.433	10.683	0.001	202.319
11.79167	21176	30	30	8.421983	35.45168	0.001	0.001	84.21983	0.001	29.159	53.6	10.962	0.001	208.832
11.80208	20749	30	30	8.3377	35.69519	0.001	0.001	83.377	0.001	29.614	53.488	11.133	0.001	213.041
11.8125	21158	30	30	8.199584	35.62561	0.001	0.001	81.99584	0.001	30.169	55.415	11.342	0.001	216.105
11.82292	17930	30	30	8.014161	35.37863	0.001	0.001	80.14161	0.001	29.449	46.963	11.071	0.001	218.076
11.83333	19535	30	30	7.775295	34.9438	0.001	0.001	77.75294	0.001	29.567	50.711	11.115	0.001	215.391
11.84375	22636	30	30	7.562451	34.14371	0.001	0.001	75.6245	0.001	30.789	59.968	11.575	0.001	217.135
11.85417	21182	30	30	7.187255	32.70355	0.001	0.001	71.87255	0.001	31.157	57.288	11.713	0.001	223.124
11.86458	21436	30	30	6.945669	31.46515	0.001	0.001	69.45669	0.001	31.583	58.673	11.873	0.001	225.578
11.875	20522	30	30	6.749915	30.68245	0.001	0.001	67.49915	0.001	31.601	56.539	11.88	0.001	227.867
11.88542	18098	30	30	6.363455	30.24762	0.001	0.001	63.63455	0.001	30.745	49.418	11.558	0.001	227.283
11.89583	24479	30	30	6.167313	30.21283	0.001	0.001	61.67313	0.001	32.531	67.857	12.23	0.001	224.918
11.90625	22590	30	30	6.171973	31.04771	0.001	0.001	61.71973	0.001	33.097	64.348	12.443	0.001	233.527
11.91667	21673	30	30	6.216018	31.67387	0.001	0.001	62.16018	0.001	33.239	62.34	12.496	0.001	236.813
11.92708	21063	30	30	6.457526	33.15925	0.001	0.001	64.57526	0.001	33.17	60.692	12.47	0.001	237.841
11.9375	16683	30	30	6.784871	35.11773	0.001	0.001	67.84871	0.001	31.484	47.264	11.836	0.001	236.091
11.94792	24122	30	30	7.214054	37.86587	0.001	0.001	72.14054	0.001	33.106	68.171	12.446	0.001	229.785
11.95833	21831	30	30	7.247069	37.86587	0.001	0.001	72.47069	0.001	33.337	62.917	12.533	0.001	237.117
11.96875	22589	30	30	6.97643	36.8501	0.001	0.001	69.7643	0.001	33.835	65.78	12.72	0.001	238.735
11.97917	21074	30	30	6.749915	36.47441	0.001	0.001	67.49915	0.001	33.648	61.595	12.65	0.001	241.24
11.98958	18895	30	30	6.283833	34.38721	0.001	0.001	62.83833	0.001	32.716	54.543	12.299	0.001	239.905
12	16990	30	30	6.224019	34.67942	0.001	0.001	62.24019	0.001	24.464	37.29	9.197	0.001	182.89
12.01042	16990	30	30	5.374197	32.06695	0.001	0.001	53.74197	0.001	23.999	36.58	9.022	0.001	179.408
12.02083	15964	30	30	5.444886	29.89975	0.001	0.001	54.44886	0.001	23.703	34.304	8.911	0.001	179.021
12.03125	15806	30	30	5.006769	27.06813	0.001	0.001	50.06769	0.001	24.281	34.854	9.128	0.001	183.671
12.04167	15610	30	30	4.635457	24.70265	0.001	0.001	46.35457	0.001	24.395	34.66	9.171	0.001	184.899
12.05208	15247	30	30	4.435819	23.38772	0.001	0.001	44.35819	0.001	24.736	34.469	9.299	0.001	188.152
12.0625	14989	30	30	4.257931	22.19802	0.001	0.001	42.57931	0.001	24.965	34.307	9.385	0.001	190.381
12.07292	14647	30	30	4.000033	20.31607	0.001	0.001	40.00033	0.001	23.612	31.841	8.877	0.001	180.665
12.08333	14212	30	30	4.038873	20.54218	0.001	0.001	40.38873	0.001	22.692	29.861	8.531	0.001	174.364
12.09375	14266	30	30	4.077713	20.71611	0.001	0.001	40.77713	0.001	21.982	29.016	8.264	0.001	168.825
12.10417	14126	30	30	4.046641	20.7509	0.001	0.001	40.46641	0.001	21.293	27.882	8.005	0.001	163.751
12.11458	13264	30	30	4.083539	20.66393	0.001	0.001	40.83539	0.001	20.641	25.695	7.76	0.001	160.078
12.125	12636	30	30	4.046641	20.61175	0.001	0.001	40.46641	0.001	19.962	23.909	7.504	0.001	155.748
12.13542	12189	30	30	4.050525	20.54218	0.001	0.001	40.50525	0.001	19.216	22.37	7.224	0.001	150.573
12.14583	11836	30	30	4.052467	20.43782	0.001	0.001	40.52467	0.001	18.406	20.941	6.919	0.001	144.71
12.15625	11481	30	30	4.031105	20.40303	0.001	0.001	40.31105	0.001	17.691	19.656	6.651	0.001	139.567
12.16667	11851	30	30	4.011685	20.15953	0.001	0.001	40.11685	0.001	16.999	19.359	6.391	0.001	133.632
12.17708	11540	30	30	4.004694	20.02734	0.001	0.001	40.04693	0.001	16.339	18.227	6.143	0.001	128.829
12.1875	11729	30	30	4.034212	19.99951	0.001	0.001	40.34212	0.001	15.996	18.071	6.014	0.001	125.896
12.19792	12450	30	30	4.058293	20.10039	0.001	0.001	40.58293	0.001	15.543	18.4	5.843	0.001	121.489
12.20833	11994	30	30	4.089365	20.40303	0.001	0.001	40.89365	0.001	15.243	17.522	5.73	0.001	119.664
